age,income,total_deductions,old_tax,new_tax
70,990699,145415,21556.800000000003,44069.9
67,975244,203430,11090.7,42524.4
65,1021097,254975,10806.1,47109.7
70,1496426,103729,140309.1,129285.20000000001
67,1522213,129266,140384.1,134442.6
69,1523315,153751,133369.2,134663.0
70,1514364,198342,117306.6,132872.8
64,1510345,253637,103841.6,132069.0
70,1980438,100000,286631.4,269131.4
70,1993891,121848,284112.9,273167.3
64,2002006,151842,277549.19999999995,275601.8
68,2023906,200221,269605.5,282171.8
69,1997847,245471,248212.8,274354.1
66,180384,100000,0.0,0.0
70,221368,127216,0.0,0.0
68,176821,154862,0.0,0.0
69,204172,197971,0.0,0.0
65,176597,245601,0.0,0.0
67,404836,100000,0.0,2741.8
67,423232,125379,0.0,3661.6000000000004
67,383085,154446,0.0,1654.25
69,400943,198888,0.0,2547.15
71,384854,254685,0.0,1742.7
71,591863,100000,0.0,12093.150000000001
65,616861,128472,0.0,13343.050000000001
68,595471,151352,0.0,12273.550000000001
66,599619,200513,0.0,12480.95
67,599096,247827,0.0,12454.800000000001
66,802310,100000,7615.5,25231.0
67,810817,122798,6900.950000000001,26081.7
69,794978,151067,4695.55,24497.8
70,812154,196521,3281.65,26215.4
70,785930,254031,0.0,23593.0
67,1009842,100000,34468.4,45984.2
71,1007534,124181,29170.600000000002,45753.4
67,1007724,152330,23578.800000000003,45772.4
70,1007129,201170,13691.8,45712.9
66,1015994,246605,10969.45,46599.4
71,1502555,102775,142434.0,130511.0
71,1483963,126222,129822.3,126792.6
65,1501167,145673,129148.2,130233.4
71,1495745,204426,110763.8,129149.0
69,1522087,254334,106050.6,134417.4
69,2020902,100000,298770.6,281270.6
67,1997427,126272,283846.5,274228.1
68,1989618,149636,274494.6,271885.4
67,2006030,202211,263645.69999999995,276809.0
67,2006445,245596,250754.69999999998,276933.5
72,192610,104712,0.0,0.0
71,193906,120295,0.0,0.0
68,209150,146299,0.0,0.0
68,205286,201947,0.0,0.0
72,204354,249859,0.0,0.0
72,380795,100000,0.0,1539.75
66,400434,129339,0.0,2521.7000000000003
67,420957,151865,0.0,3547.8500000000004
66,416229,200086,0.0,3311.4500000000003
67,414490,248160,0.0,3224.5
68,616842,101261,0.0,13342.1
70,618138,126381,0.0,13406.900000000001
69,620581,147183,0.0,13529.050000000001
67,608156,198720,0.0,12907.800000000001
66,620234,254502,0.0,13511.7
66,776325,100000,6316.25,22632.5
71,814744,125217,6976.35,26474.4
72,793654,149442,4710.6,24365.4
72,776137,204482,1082.75,22613.7
71,800850,245620,261.5,25085.0
72,1013265,100000,35153.0,46326.5
70,1005091,125331,28452.0,45509.100000000006
72,1013336,150966,24974.0,46333.600000000006
72,997546,204508,12151.900000000001,44754.600000000006
70,1014609,253401,10560.400000000001,46460.9
68,1511426,100382,145813.2,132285.2
71,1506305,121548,137927.1,131261.0
67,1490420,145268,126045.6,128084.0
71,1516123,195887,118570.8,133224.6
72,1477427,253873,97210.8,125485.4
72,2014380,103230,295845.0,279314.0
69,1989881,123550,282399.3,271964.3
70,1984524,148855,273200.69999999995,270357.2
70,2003711,195276,265030.5,276113.3
68,1989662,247720,245082.6,271898.6
72,201671,100000,0.0,0.0
71,184694,126469,0.0,0.0
67,200323,150471,0.0,0.0
69,176216,199482,0.0,0.0
69,191939,245872,0.0,0.0
68,379505,100000,0.0,1475.25
67,381239,123258,0.0,1561.95
68,408093,151357,0.0,2904.65
69,391101,202698,0.0,2055.05
67,405746,250565,0.0,2787.3
69,612005,100000,0.0,13100.25
70,601532,125684,0.0,12576.6
69,601863,147073,0.0,12593.150000000001
68,593957,202119,0.0,12197.85
68,579200,254894,0.0,11460.0
72,788399,100000,6919.950000000001,23839.9
70,789370,122098,5863.6,23937.0
67,798209,153183,4751.3,24820.9
71,796684,204852,2091.6,24668.4
71,790689,251119,0.0,24068.9
67,1009028,100000,34305.600000000006,45902.8
67,986494,128261,24146.6,43649.4
73,1007083,147361,24444.4,45708.3
67,1018258,201895,15772.6,46825.8
73,1012337,253562,10438.75,46233.7
70,1484439,100946,137547.9,126887.8
67,1487567,126217,130905.0,127513.4
72,1518479,151031,132734.4,133695.8
67,1493288,198650,111427.6,128657.6
73,1499458,251386,102114.40000000001,129891.6
67,1981884,100000,287065.19999999995,269565.2
67,2018998,122684,291394.19999999995,280699.4
73,1989284,148421,274758.9,271785.19999999995
70,2015603,200449,267046.19999999995,279680.9
68,2000850,252838,246903.6,275255.0
