name,age,income,total_deductions,old_bracket,new_bracket
case_1495,64,983648,199489,5%,10%
case_1496,68,1488932,50077,30%,20%
case_1497,70,1519142,70132,30%,20%
case_1498,70,1491599,102679,30%,20%
case_1499,70,1496968,149000,30%,20%
case_1500,67,1524424,199755,30%,20%
case_1501,66,2014199,50000,30%,30%
case_1502,68,1995023,78668,30%,30%
case_1503,70,2022631,97790,30%,30%
case_1504,65,2013009,146190,30%,30%
case_1505,67,2018239,195596,30%,30%
case_1506,70,216317,50000,0%,0%
case_1507,67,212228,72507,0%,0%
case_1508,68,196831,98536,0%,0%
case_1509,66,217454,145544,0%,0%
case_1510,69,183473,200423,0%,0%
case_1511,68,423322,50000,0%,5%
case_1512,70,405718,75601,0%,5%
case_1513,65,418971,97044,0%,5%
case_1514,66,384960,152509,0%,5%
case_1515,66,400032,198718,0%,5%
case_1516,67,618847,50000,5%,5%
case_1517,67,577659,75000,0%,5%
case_1518,70,611740,96959,0%,5%
case_1519,70,595611,145421,0%,5%
case_1520,71,584666,201158,0%,5%
case_1521,68,824292,50000,5%,10%
case_1522,65,793308,70432,5%,10%
case_1523,66,803900,99132,5%,10%
case_1524,67,786672,149945,5%,10%
case_1525,70,780470,198836,5%,10%
case_1526,68,1024605,50921,20%,10%
case_1527,67,995031,73908,20%,10%
case_1528,71,1019853,96701,20%,10%
case_1529,69,1020563,152380,20%,10%
case_1530,67,1001804,204627,5%,10%
case_1531,71,1501741,50789,30%,20%
case_1532,65,1492524,76090,30%,20%
case_1533,69,1497716,99309,30%,20%
case_1534,65,1475014,147713,30%,20%
case_1535,65,1517665,195509,30%,20%
case_1536,71,2018583,51741,30%,30%
case_1537,70,1979513,75167,30%,30%
case_1538,66,1975940,98614,30%,30%
case_1539,66,2005148,152954,30%,30%
case_1540,66,1997699,203688,30%,30%
case_1541,66,191705,50000,0%,0%
case_1542,72,182880,73079,0%,0%
case_1543,72,201206,98044,0%,0%
case_1544,68,195754,148789,0%,0%
case_1545,70,200541,196895,0%,0%
case_1546,70,409580,51283,0%,5%
case_1547,67,395886,70816,0%,5%
case_1548,67,404324,99522,0%,5%
case_1549,67,386094,154632,0%,5%
case_1550,68,393971,199473,0%,5%
case_1551,66,578144,50000,0%,5%
case_1552,66,586005,76903,0%,5%
case_1553,66,589226,97567,0%,5%
case_1554,72,615995,154417,0%,5%
case_1555,71,583069,195049,0%,5%
case_1556,72,779167,50000,5%,10%
case_1557,68,777623,77290,5%,10%
case_1558,68,797091,100586,5%,10%
case_1559,69,814153,153804,5%,10%
case_1560,66,793601,199715,5%,10%
case_1561,67,976868,50000,20%,10%
case_1562,69,992172,74022,20%,10%
case_1563,66,991416,96434,20%,10%
case_1564,70,998118,153961,20%,10%
case_1565,66,1014963,204354,20%,10%
case_1566,72,1504088,50000,30%,20%
case_1567,66,1502065,77097,30%,20%
case_1568,71,1481943,99225,30%,20%
case_1569,67,1494656,145034,30%,20%
case_1570,66,1484758,198904,20%,20%
case_1571,71,1980658,53951,30%,30%
case_1572,68,1993724,77422,30%,30%
case_1573,67,1980193,103855,30%,30%
case_1574,70,2013902,149111,30%,30%
case_1575,69,1997055,203103,30%,30%
case_1576,71,183901,50000,0%,0%
case_1577,67,200957,71291,0%,0%
case_1578,67,197062,101232,0%,0%
case_1579,69,198806,149254,0%,0%
case_1580,67,213664,201825,0%,0%
case_1581,73,420676,50000,0%,5%
case_1582,71,401917,78027,0%,5%
case_1583,71,405917,96677,0%,5%
case_1584,67,419354,146773,0%,5%
case_1585,67,405108,199540,0%,5%
case_1586,70,613613,50000,5%,5%
case_1587,67,582354,75326,0%,5%
case_1588,67,616621,97560,0%,5%
case_1589,68,620803,152152,0%,5%
case_1590,67,617010,204480,0%,5%
case_1591,68,785265,53398,5%,10%
case_1592,69,791127,73768,5%,10%
case_1593,73,807733,98363,5%,10%
case_1594,70,824113,152742,5%,10%
case_1595,67,776800,195112,5%,10%
case_1596,69,1010696,51545,20%,10%
case_1597,70,1017266,74744,20%,10%
case_1598,70,995920,95372,20%,10%
case_1599,68,975934,152836,20%,10%
case_1600,72,975681,201023,5%,10%
case_1601,73,1476570,51440,30%,20%
case_1602,69,1486090,74765,30%,20%
case_1603,73,1520518,103096,30%,20%
case_1604,72,1488922,146163,30%,20%
case_1605,72,1483933,196768,20%,20%
case_1606,69,1978950,50000,30%,30%
case_1607,71,1989762,70118,30%,30%
case_1608,72,2004805,101379,30%,30%
case_1609,68,1980926,149838,30%,30%
case_1610,70,2005897,200172,30%,30%
