name,age,income,total_deductions,old_bracket,new_bracket
case_1495,64,990658,199990,5%,10%
case_1496,65,1493935,54958,30%,20%
case_1497,69,1480488,71059,30%,20%
case_1498,65,1486000,101758,30%,20%
case_1499,65,1476257,150129,30%,20%
case_1500,70,1521541,197542,30%,20%
case_1501,65,1990524,50000,30%,30%
case_1502,68,2020364,71322,30%,30%
case_1503,67,2021252,98012,30%,30%
case_1504,68,1991592,153785,30%,30%
case_1505,66,1994147,198120,30%,30%
case_1506,67,217938,54514,0%,0%
case_1507,65,175618,76028,0%,0%
case_1508,67,204491,99848,0%,0%
case_1509,70,204832,154561,0%,0%
case_1510,69,201301,198026,0%,0%
case_1511,69,379242,50880,0%,5%
case_1512,65,379980,74072,0%,5%
case_1513,71,398796,98040,0%,5%
case_1514,66,417341,145373,0%,5%
case_1515,65,386868,196812,0%,5%
case_1516,66,610385,50000,5%,5%
case_1517,68,596791,73514,0%,5%
case_1518,65,622643,100873,0%,5%
case_1519,67,603673,154615,0%,5%
case_1520,71,591775,200299,0%,5%
case_1521,71,794083,52508,5%,10%
case_1522,66,809879,73559,5%,10%
case_1523,68,819663,104713,5%,10%
case_1524,66,824510,147680,5%,10%
case_1525,67,811043,198325,5%,10%
case_1526,70,991137,50000,20%,10%
case_1527,66,991322,79650,20%,10%
case_1528,65,977423,96511,20%,10%
case_1529,69,1012530,154521,20%,10%
case_1530,68,980551,198972,5%,10%
case_1531,65,1517486,50000,30%,20%
case_1532,67,1504998,76258,30%,20%
case_1533,69,1509361,96927,30%,20%
case_1534,68,1505347,148544,30%,20%
case_1535,70,1506830,198468,30%,20%
case_1536,69,1983700,52126,30%,30%
case_1537,69,2017648,72910,30%,30%
case_1538,66,2004478,95016,30%,30%
case_1539,69,2020355,149653,30%,30%
case_1540,69,1993799,197156,30%,30%
case_1541,72,189398,51625,0%,0%
case_1542,69,179990,74333,0%,0%
case_1543,68,184263,104213,0%,0%
case_1544,69,194076,153719,0%,0%
case_1545,71,223316,198451,0%,0%
case_1546,69,393011,51147,0%,5%
case_1547,69,422319,78085,0%,5%
case_1548,69,415807,96976,0%,5%
case_1549,71,386674,147516,0%,5%
case_1550,68,383542,195345,0%,5%
case_1551,70,575816,53890,0%,5%
case_1552,67,600731,75852,0%,5%
case_1553,69,616465,100232,0%,5%
case_1554,72,621800,147641,0%,5%
case_1555,71,614667,197766,0%,5%
case_1556,67,794818,54429,5%,10%
case_1557,66,796742,72137,5%,10%
case_1558,70,792824,100091,5%,10%
case_1559,71,794839,153528,5%,10%
case_1560,68,806332,197255,5%,10%
case_1561,69,1013659,52002,20%,10%
case_1562,69,1016308,72696,20%,10%
case_1563,72,978113,104600,20%,10%
case_1564,68,990993,151181,20%,10%
case_1565,67,1008981,204890,20%,10%
case_1566,66,1498980,50000,30%,20%
case_1567,71,1506563,77462,30%,20%
case_1568,66,1492208,95401,30%,20%
case_1569,67,1492728,154699,30%,20%
case_1570,72,1522647,196360,30%,20%
case_1571,69,1981568,53964,30%,30%
case_1572,72,1985389,76257,30%,30%
case_1573,68,2008966,95046,30%,30%
case_1574,72,1995246,147490,30%,30%
case_1575,71,2019931,199862,30%,30%
case_1576,71,199205,50000,0%,0%
case_1577,71,220299,70010,0%,0%
case_1578,71,188410,102327,0%,0%
case_1579,70,181812,150644,0%,0%
case_1580,68,217765,202865,0%,0%
case_1581,70,397490,50781,0%,5%
case_1582,68,388185,78556,0%,5%
case_1583,72,381382,97783,0%,5%
case_1584,71,400972,150637,0%,5%
case_1585,67,382867,195023,0%,5%
case_1586,71,609485,53817,5%,5%
case_1587,73,590333,74935,0%,5%
case_1588,68,593811,101834,0%,5%
case_1589,69,605062,148430,0%,5%
case_1590,72,598631,195106,0%,5%
case_1591,73,775526,54370,5%,10%
case_1592,73,796889,79545,5%,10%
case_1593,68,808973,97257,5%,10%
case_1594,69,802189,145102,5%,10%
case_1595,68,783091,201170,5%,10%
case_1596,69,1012445,50000,20%,10%
case_1597,69,1014305,79979,20%,10%
case_1598,68,1011745,103536,20%,10%
case_1599,68,985567,150679,20%,10%
case_1600,71,997156,198722,5%,10%
case_1601,73,1490609,50000,30%,20%
case_1602,68,1486283,75583,30%,20%
case_1603,69,1477699,98804,30%,20%
case_1604,73,1524247,152694,30%,20%
case_1605,68,1517085,202550,30%,20%
case_1606,67,2007690,54941,30%,30%
case_1607,71,1988134,77555,30%,30%
case_1608,69,1983806,98424,30%,30%
case_1609,71,1998458,145702,30%,30%
case_1610,72,1979234,198094,30%,30%
case_1611,30,1100000,50000,20%,15%
case_1612,40,1150000,75000,20%,15%
case_1613,35,1180000,100000,20%,15%
case_1614,29,1200000,25000,20%,15%
case_1615,45,1125000,60000,20%,15%
